acousticness,artist_id,artist_names,danceability,duration_ms,energy,explicit,genre,instrumentalness,key,liveness,loudness,mode,popularity,release_date,song_title (censored),speechiness,tempo,valence,year
0.805,82013,['The Impressions'],0.621,136107,0.435,0,R&B;,1.62E-06,8,0.32,-10.139,1,15,2/7/1965,Get Up And Move,0.0485,64.063,0.785,1965
0.608,82013,['The Impressions'],0.43,171640,0.42,0,R&B;,5.54E-06,11,0.278,-9.662,1,15,2/7/1965,Emotions,0.0488,148.797,0.38,1965
0.82,82013,['The Impressions'],0.549,151267,0.495,0,R&B;,2.18E-06,8,0.143,-8.599,1,14,2/7/1965,We're In Love,0.0357,127.009,0.823,1965
0.894,82013,['The Impressions'],0.414,163360,0.249,0,R&B;,8.37E-06,1,0.188,-12.674,1,61,2/7/1965,People Get Ready,0.0369,142.442,0.341,1965
0.776,82013,['The Impressions'],0.696,147467,0.467,0,R&B;,0,8,0.121,-9.084,1,28,2/7/1965,Woman's Got Soul,0.0841,117.85,0.708,1965
0.728,82013,['The Impressions'],0.475,173040,0.325,0,R&B;,0,3,0.11,-11.734,0,22,2/7/1965,I've Found That I've Lost,0.0318,87.791,0.426,1965
0.432,503668,['The Miracles'],0.638,171627,0.488,0,R&B;,0,0,0.148,-9.308,1,38,1/1/1965,You Really Got A Hold On Me,0.0298,118.223,0.735,1965
0.529,503668,['The Miracles'],0.485,169227,0.661,0,R&B;,0,7,0.632,-7.24,1,37,1/1/1965,Shop Around,0.0338,133.858,0.817,1965
0.603,503668,['The Miracles'],0.297,164227,0.547,0,R&B;,1.43E-06,7,0.15,-7.114,1,31,1/1/1965,Bad **** - Single Version,0.0343,98.333,0.396,1965
0.587,577235,['The Staple Singers'],0.523,194227,0.44,0,R&B;,0,6,0.0901,-12.286,1,20,1965,My Jesus Is All,0.0352,108.184,0.581,1965
0.295,477875,['The Supremes'],0.6,164213,0.759,0,R&B;,0,5,0.264,-4.949,1,17,7/23/1965,Nothing But Heartaches - Single Version,0.0295,123.705,0.875,1965
0.586,477875,['The Supremes'],0.373,179267,0.344,0,R&B;,9.97E-06,8,0.144,-10.95,1,14,11/1/1965,Silver Bells - Stereo,0.0273,75.628,0.308,1965
0.313,477875,['The Supremes'],0.427,165427,0.551,0,R&B;,0,7,0.197,-11.946,1,17,7/23/1965,Ask Any ****,0.0417,130.159,0.523,1965
0.644,477875,['The Supremes'],0.572,160493,0.579,0,R&B;,0,0,0.0991,-6.243,1,16,7/23/1965,Whisper You Love Me Boy - Mono Version,0.0297,116.195,0.626,1965
0.531,477875,['The Supremes'],0.612,172907,0.444,0,R&B;,0,0,0.126,-12.752,1,66,7/23/1965,Stop! In The Name Of Love - Single Version,0.0293,114.961,0.503,1965
0.0182,477875,['The Supremes'],0.696,174307,0.521,0,R&B;,1.47E-05,0,0.404,-11.168,1,48,7/23/1965,Back In My Arms *****,0.0273,121.215,0.479,1965
0.777,477875,['The Supremes'],0.565,166509,0.261,0,R&B;,1.83E-05,3,0.227,-12.707,1,37,4/12/1965,You Send Me,0.0264,94.582,0.515,1965
0.182,477875,['The Supremes'],0.363,168800,0.452,0,R&B;,0,0,0.374,-10.322,1,26,11/1/1965,My Favorite Things - Stereo,0.0286,81.803,0.26,1965
0.084,477875,['The Supremes'],0.579,177867,0.554,0,R&B;,0,5,0.219,-8.896,1,23,7/23/1965,Nothing But Heartaches - Single Version,0.0286,124.067,0.491,1965
0.111,477875,['The Supremes'],0.58,161200,0.763,0,R&B;,0,7,0.133,-7.757,1,26,11/1/1965,Santa Claus Is Coming To Town - Stereo,0.0332,125.885,0.816,1965
0.851,569685,['The Temptations'],0.628,161160,0.701,0,R&B;,0,11,0.186,-6.641,1,16,1/1/1965,Born To Love You,0.0256,98.677,0.947,1965
0.402,569685,['The Temptations'],0.475,179333,0.668,0,R&B;,0,5,0.301,-6.179,1,14,1/1/1965,Everybody Needs Love,0.0326,118.313,0.779,1965
0.428,569685,['The Temptations'],0.294,183267,0.478,0,R&B;,0,8,0.0425,-8.631,1,13,1/1/1965,Just Another Lonely *****,0.0389,140.809,0.292,1965
0.763,569685,['The Temptations'],0.547,159800,0.713,0,R&B;,0,7,0.36,-7.644,1,13,1/1/1965,I Gotta Know Now,0.051,138.326,0.82,1965
0.167,569685,['The Temptations'],0.56,143627,0.771,0,R&B;,3.05E-05,3,0.162,-6.932,1,12,1/1/1965,You're The One I Need,0.0406,63.67,0.68,1965
0.635,569685,['The Temptations'],0.572,165000,0.418,0,R&B;,0,0,0.0961,-10.738,1,79,3/22/1965,My ****,0.0349,104.566,0.694,1965
0.13,569685,['The Temptations'],0.52,174627,0.679,0,R&B;,1.74E-06,3,0.0556,-5.888,1,47,1/1/1965,Since I Lost My Baby,0.0259,100.974,0.92,1965
0.582,569685,['The Temptations'],0.555,174707,0.643,0,R&B;,0,7,0.332,-7.68,1,40,1/1/1965,The ****** Alright With Me,0.0335,125.102,0.791,1965
0.709,569685,['The Temptations'],0.489,142560,0.754,0,R&B;,0,0,0.104,-6.393,1,38,1/1/1965,**** (Why You Wanna Make Me *****,0.0327,68.11,0.693,1965
0.656,569685,['The Temptations'],0.233,179573,0.525,0,R&B;,7.75E-06,5,0.182,-11.233,1,34,3/22/1965,It's Growing,0.0469,210.874,0.79,1965
0.587,569685,['The Temptations'],0.423,175907,0.494,0,R&B;,0,10,0.0842,-8.518,1,33,1/1/1965,Don't Look Back,0.0318,202.382,0.863,1965
0.703,569685,['The Temptations'],0.518,180040,0.33,0,R&B;,0,0,0.185,-14.574,1,33,3/22/1965,You've Really Got A Hold On Me,0.0301,120.631,0.614,1965
0.764,569685,['The Temptations'],0.36,179400,0.336,0,R&B;,1.46E-05,5,0.121,-12,0,32,3/22/1965,Who's Lovin' You - Stereo,0.0356,179.963,0.566,1965
0.796,569685,['The Temptations'],0.556,177533,0.42,0,R&B;,2.64E-06,0,0.156,-13.143,1,31,3/22/1965,What Love Has Joined Together - Album Version / Stereo,0.025,92.855,0.544,1965
0.679,569685,['The Temptations'],0.672,160707,0.861,0,R&B;,0,3,0.332,-6.278,1,28,1/1/1965,You've Got To Earn It,0.0433,118.955,0.924,1965
0.74,569685,['The Temptations'],0.643,154960,0.291,0,R&B;,0.000247,7,0.0828,-14.416,0,28,3/22/1965,You'll Lose A Precious Love - Stereo,0.0257,90.633,0.478,1965
0.537,569685,['The Temptations'],0.578,172907,0.333,0,R&B;,3.22E-05,0,0.0982,-13.017,1,28,3/22/1965,"Baby, Baby I Need You",0.0263,94.13,0.461,1965
0.751,569685,['The Temptations'],0.601,185960,0.613,0,R&B;,0,0,0.103,-6.688,1,26,1/1/1965,My Baby,0.0374,125.305,0.656,1965
0.218,569685,['The Temptations'],0.633,160960,0.431,0,R&B;,0,11,0.138,-13.711,1,27,3/22/1965,The Way You Do The Things You Do,0.0305,123.723,0.778,1965
0.516,569685,['The Temptations'],0.632,159600,0.299,0,R&B;,0,5,0.0759,-13.55,0,27,3/22/1965,What's So Good About Goodbye,0.0303,108.867,0.809,1965
0.824,569685,['The Temptations'],0.546,152427,0.319,0,R&B;,0,4,0.518,-14.756,0,25,3/22/1965,(You Can) Depend On Me,0.0251,92.349,0.462,1965
0.62,569685,['The Temptations'],0.681,164533,0.379,0,R&B;,0,10,0.174,-13.913,0,24,3/22/1965,You Beat Me To The Punch,0.0471,110.356,0.748,1965
0.243,569685,['The Temptations'],0.697,182560,0.514,0,R&B;,0,5,0.147,-12.509,0,24,3/22/1965,Way Over There,0.0393,123.658,0.811,1965
0.518,569685,['The Temptations'],0.553,179840,0.662,0,R&B;,0,7,0.0508,-9.128,0,20,1/1/1965,I'll Be In Trouble,0.0584,129.253,0.791,1965
0.617,677781,['Wilson Pickett'],0.788,160000,0.395,0,R&B;,0.000164,4,0.166,-10.949,1,26,1965,In the ******** Hour - 45 Version,0.0386,111.572,0.773,1965
0.124,677781,['Wilson Pickett'],0.755,153827,0.46,0,R&B;,0,0,0.101,-11.968,1,23,1965,Teardrops Will Fall,0.0361,113.553,0.971,1965
0.245,677781,['Wilson Pickett'],0.385,144293,0.394,0,R&B;,0,8,0.0256,-11.132,1,20,1965,That's a Man's Way,0.0291,177.137,0.84,1965
0.39,677781,['Wilson Pickett'],0.524,173053,0.571,0,R&B;,3.22E-05,7,0.593,-7.955,1,18,1965,For Better or Worse,0.0256,93.348,0.635,1965
0.554,677781,['Wilson Pickett'],0.899,153000,0.655,0,R&B;,0.121,4,0.165,-8.356,1,17,1965,Don't Fight It,0.0317,119.228,0.927,1965
0.12,677781,['Wilson Pickett'],0.75,157160,0.444,0,R&B;,3.69E-06,4,0.118,-8.63,1,62,1965,In the ******** Hour,0.0403,111.919,0.849,1965
0.432,677781,['Wilson Pickett'],0.258,179640,0.618,0,R&B;,0,7,0.3,-9.904,1,26,1965,I Found a Love - Single Version,0.0468,180.002,0.582,1965
0.395,108826,['Jackie Wilson'],0.676,193840,0.612,0,R&B;,0,7,0.332,-7.445,1,17,1963,Love Train,0.11,88.223,0.765,1963
0.515,108826,['Jackie Wilson'],0.584,182413,0.68,0,R&B;,0,8,0.204,-7.333,1,29,1963,Baby Workout,0.0817,141.529,0.87,1963
0.228,108826,['Jackie Wilson'],0.481,82680,0.498,0,R&B;,0,8,0.0724,-5.445,1,24,1963,Deck The Halls,0.0757,179.811,0.884,1963
0.617,108826,['Jackie Wilson'],0.534,135333,0.755,0,R&B;,0,7,0.342,-6.724,1,22,1963,Say You Will,0.06,158.007,0.963,1963
0.818,927555,['Aretha Franklin'],0.244,191533,0.359,0,R&B;,0,7,0.589,-9.668,0,17,8/12/1963,Laughing on the Outside,0.0317,85.652,0.211,1963
0.884,927555,['Aretha Franklin'],0.251,245960,0.202,0,R&B;,4.64E-06,7,0.39,-11.526,1,13,8/12/1963,If Ever I Would Leave You,0.0322,90.301,0.225,1963
0.814,927555,['Aretha Franklin'],0.277,207160,0.164,0,R&B;,0,0,0.172,-11.778,1,13,8/12/1963,For All We Know,0.0358,83.83,0.0852,1963
0.837,927555,['Aretha Franklin'],0.253,228453,0.323,0,R&B;,0,5,0.116,-9.402,1,12,8/12/1963,Make ******* Happy,0.0319,109.976,0.167,1963
0.782,927555,['Aretha Franklin'],0.214,195493,0.287,0,R&B;,0,10,0.442,-10.692,1,12,8/12/1963,I Wonder (Where Are You ********,0.0311,79.911,0.167,1963
0.847,927555,['Aretha Franklin'],0.465,131200,0.431,0,R&B;,0,7,0.36,-10.847,1,38,1963,Moon River,0.0304,93.981,0.74,1963
0.694,927555,['Aretha Franklin'],0.211,171387,0.263,0,R&B;,0,3,0.308,-10.262,1,28,8/12/1963,Skylark,0.0329,178.815,0.295,1963
0.525,149973,['Barbara Lynn'],0.704,141107,0.292,0,R&B;,1.71E-06,6,0.215,-12.955,0,15,1/1/1963,Give Me A Beak,0.0411,102.091,0.496,1963
0.608,149973,['Barbara Lynn'],0.816,141293,0.386,0,R&B;,0,7,0.0676,-7.785,1,13,1/1/1963,Heartbreaking Years,0.0422,128.075,0.791,1963
0.492,149973,['Barbara Lynn'],0.826,117173,0.681,0,R&B;,0.0131,9,0.0268,-7.523,1,13,1/1/1963,Second Fiddle ****,0.047,124.575,0.964,1963
0.606,149973,['Barbara Lynn'],0.591,159867,0.324,0,R&B;,0.000144,2,0.172,-13.218,0,52,1/1/1963,You'll Lose A Good Thing,0.0302,104.15,0.617,1963
0.536,149973,['Barbara Lynn'],0.693,135707,0.302,0,R&B;,6.39E-06,0,0.109,-12.851,1,24,1/1/1963,Lonely Heartaches,0.0378,101.719,0.318,1963
0.816,149973,['Barbara Lynn'],0.618,148493,0.262,0,R&B;,0.000125,7,0.0994,-13.623,1,18,1/1/1963,What I Need Is Love,0.0306,93.777,0.558,1963
0.576,590285,['Billy Preston'],0.609,261760,0.712,0,R&B;,0.376,5,0.19,-6.909,0,13,1/1/1963,Greazee,0.0295,88.959,0.856,1963
0.118,116984,['Chubby Checker'],0.641,129440,0.826,0,R&B;,0,1,0.284,-5.931,1,18,1/1/1963,(We're Gone) Surfin',0.0495,81.783,0.832,1963
0.586,116984,['Chubby Checker'],0.662,147280,0.769,0,R&B;,0,9,0.0687,-8.805,0,21,1/1/1963,How Low Can You Go? - Stereo,0.129,85.93,0.923,1963
0.0488,116984,['Chubby Checker'],0.413,143693,0.672,0,R&B;,0,9,0.205,-7.141,1,17,1/1/1963,The ******,0.0642,174.512,0.691,1963
0.347,116984,['Chubby Checker'],0.687,157760,0.543,0,R&B;,0,5,0.34,-5.657,1,31,1/1/1963,****** ****** Love,0.0317,125.375,0.962,1963
0.798,575012,['Darlene Love'],0.442,172920,0.774,0,R&B;,0,10,0.201,-7.08,1,19,1963,White Christmas,0.058,122.345,0.398,1963
0.392,575012,['Darlene Love'],0.343,166453,0.76,0,R&B;,0.000388,3,0.0773,-7.146,1,42,1963,Christmas (Baby Please Come Home),0.0513,126.322,0.356,1963
0.604,575012,['Darlene Love'],0.487,146080,0.759,0,R&B;,0,0,0.185,-8.093,1,26,1963,Winter Wonderland,0.0408,122.309,0.447,1963
0.748,575012,['Darlene Love'],0.317,143133,0.78,0,R&B;,2.18E-05,5,0.317,-6.988,1,22,1963,A Marshmallow World,0.0504,154.767,0.652,1963
0.431,165011,['Dionne Warwick'],0.366,165053,0.332,0,R&B;,8.34E-05,0,0.764,-12.225,1,19,1963,Don't Make Me Over,0.0407,173.856,0.458,1963
0.44,165011,['Dionne Warwick'],0.781,175693,0.238,0,R&B;,0,0,0.14,-12.838,1,16,1963,Wishin' and Hopin',0.0342,105.159,0.689,1963
0.894,165011,['Dionne Warwick'],0.49,160267,0.178,0,R&B;,0.00173,5,0.322,-19.236,1,28,1963,Make It Easy on Yourself,0.0325,80.843,0.429,1963
0.962,664883,['Gloria Lynne'],0.305,220227,0.253,0,R&B;,0.0204,0,0.218,-11.448,1,17,1963,I Wish You Love,0.0376,91.055,0.215,1963
0.56,94224,['Ike & Tina Turner'],0.576,172253,0.441,0,R&B;,0.000224,7,0.32,-8.993,1,21,7/30/1963,A Fool In Love,0.0372,128.188,0.77,1963
0.745,94224,['Ike & Tina Turner'],0.69,183347,0.69,0,R&B;,6.34E-06,0,0.116,-7.465,1,17,2/16/1963,It's Gonna Work Out Fine,0.103,108.037,0.936,1963
0.35,128099,['James Brown'],0.556,117947,0.9,0,R&B;,0.0149,10,0.0383,-7.675,0,16,5/1/1963,"Think - Live At The Apollo Theater, ****",0.0714,125.682,0.821,1963
0.69,128099,['James Brown'],0.487,125427,0.72,0,R&B;,0,7,0.594,-7.577,1,17,5/1/1963,"I'll Go Crazy - Live At The Apollo Theater, ****",0.279,85.349,0.718,1963
0.613,128099,['James Brown'],0.511,146667,0.399,0,R&B;,0,0,0.322,-9.742,1,16,5/1/1963,"Try Me - Live At The Apollo Theater, ****",0.0403,113.369,0.789,1963
0.758,128099,['James Brown'],0.488,643787,0.324,0,R&B;,1.13E-05,5,0.176,-10.373,1,14,5/1/1963,"Lost ******* - Live At The Apollo Theater, ****",0.0488,96.508,0.547,1963
0.533,128099,['James Brown'],0.52,159027,0.371,0,R&B;,0.00121,0,0.0277,-10.375,1,14,5/1/1963,"I Don't Mind - Live At The Apollo Theater, ****",0.0404,108.267,0.431,1963
0.626,128099,['James Brown'],0.593,108507,0.593,0,R&B;,0.000112,9,0.181,-8.371,0,14,5/1/1963,"Introduction By **** Gonder/ Opening Fanfare - Live At The Apollo Theater, ****",0.452,99.138,0.592,1963
0.456,128099,['James Brown'],0.614,125093,0.455,0,R&B;,1.96E-06,7,0.551,-10.44,1,27,5/1/1963,"I'll Go Crazy - Live At The Apollo Theater, ****",0.0754,107.659,0.796,1963
0.594,128099,['James Brown'],0.547,147760,0.109,0,R&B;,0.00748,0,0.304,-17,1,26,5/1/1963,I Don't Mind - Live At The Apollo ************,0.0412,108.099,0.381,1963
0.782,128099,['James Brown'],0.518,134211,0.231,0,R&B;,0,0,0.49,-13.574,1,25,5/1/1963,Try Me - Live At The Apollo ************,0.035,112.99,0.811,1963
0.624,128099,['James Brown'],0.511,643333,0.134,0,R&B;,6.53E-06,5,0.49,-16.117,1,24,5/1/1963,"Lost ******* - Live At The Apollo Theater, ****",0.0508,96.122,0.467,1963
0.603,128099,['James Brown'],0.721,206054,0.558,0,R&B;,0.0044,8,0.336,-14.164,1,23,5/1/1963,"***** Train - Live At The Apollo Theater, ****",0.185,88.213,0.96,1963
0.249,128099,['James Brown'],0.604,105240,0.783,0,R&B;,0.00218,3,0.254,-10.931,0,24,5/1/1963,Think - Live At The Apollo ************,0.0841,123.329,0.873,1963
0.639,128099,['James Brown'],0.725,108573,0.374,0,R&B;,1.08E-05,9,0.297,-12.57,0,23,5/1/1963,"Introduction By **** Gonder/ Opening Fanfare - Live At The Apollo Theater, ****",0.451,99.975,0.616,1963
0.617,128099,['James Brown'],0.467,387200,0.29,0,R&B;,7.52E-06,0,0.405,-13.614,1,23,5/1/1963,"Medley: Please Please Please/You've Got The Power/I Found ******* - Live At The Apollo Theater, ****",0.0633,112.317,0.57,1963
0.674,839369,['Little Eva'],0.636,148627,0.893,0,R&B;,0.00143,3,0.176,-6.311,1,48,1963,The Loco-Motion - Single Version,0.047,129.664,0.887,1963
0.716,233228,['Lou Rawls'],0.508,215240,0.55,0,R&B;,0,5,0.0607,-6.453,0,20,1/1/1963,I'd Rather Drink Muddy Water - **** Remaster,0.0536,133.263,0.784,1963
0.811,316834,['Marvin Gaye'],0.572,133240,0.65,0,R&B;,0,10,0.169,-8.76,1,26,12/1/1963,Wherever I Lay My Hat (That's My Home),0.0296,122.14,0.963,1963
0.702,316834,['Marvin Gaye'],0.641,165160,0.482,0,R&B;,0,0,0.134,-12.281,0,16,12/1/1963,***** There Angel,0.0303,122.831,0.96,1963
0.538,316834,['Marvin Gaye'],0.588,145760,0.668,0,R&B;,0,10,0.211,-7.715,1,15,12/1/1963,Get My ***** On **** Lovin',0.043,130.986,0.961,1963
0.343,316834,['Marvin Gaye'],0.534,116227,0.641,0,R&B;,0,9,0.48,-8.616,0,14,12/1/1963,"I'm Yours, You're Mine",0.0563,71.738,0.961,1963
0.675,316834,['Marvin Gaye'],0.587,147533,0.477,0,R&B;,0,0,0.357,-10.517,0,14,12/1/1963,Taking My Time,0.0344,134.329,0.939,1963
0.519,316834,['Marvin Gaye'],0.704,163267,0.653,0,R&B;,0,10,0.0975,-11.02,1,13,12/1/1963,It Hurt Me Too,0.027,96.445,0.842,1963
0.311,316834,['Marvin Gaye'],0.606,163560,0.694,0,R&B;,0,1,0.12,-8.665,1,43,12/1/1963,Stubborn Kind Of Fellow,0.0468,108.796,0.933,1963
0.678,316834,['Marvin Gaye'],0.622,155267,0.625,0,R&B;,0,3,0.28,-8.635,1,31,12/1/1963,Pride And Joy,0.0562,119.397,0.842,1963
0.354,316834,['Marvin Gaye'],0.828,152227,0.808,0,R&B;,0,1,0.122,-8.437,1,28,12/1/1963,Hitch Hike,0.0366,113.295,0.97,1963
0.649,384675,['Mary Wells'],0.697,148493,0.178,0,R&B;,1.46E-06,7,0.131,-15.988,1,11,1/1/1963,(I Guess There's) No Love,0.0332,93.602,0.441,1963
0.426,384675,['Mary Wells'],0.678,166733,0.405,0,R&B;,0,2,0.109,-16.965,1,49,1/1/1963,Two Lovers,0.0304,105.902,0.96,1963
0.385,384675,['Mary Wells'],0.632,170439,0.336,0,R&B;,0,9,0.127,-15.992,0,38,1/1/1963,Laughing Boy,0.0331,109.493,0.886,1963
0.575,384675,['Mary Wells'],0.698,165466,0.335,0,R&B;,0,0,0.106,-16.14,1,19,1/1/1963,Operator,0.0614,126.013,0.82,1963
0.734,303050,['Rufus Thomas'],0.83,139796,0.42,0,R&B;,0.00201,0,0.213,-7.509,1,22,1963,****** ******** - Mono,0.0542,123.318,0.743,1963
0.711,303050,['Rufus Thomas'],0.803,158089,0.494,0,R&B;,0.000561,8,0.0623,-9.033,1,35,1963,Walking the *** - Mono,0.0326,115.771,0.774,1963
0.769,238115,['Sam Cooke'],0.373,158680,0.301,0,R&B;,0,9,0.0816,-11.843,1,59,1963-02,Nothing Can Change This Love,0.0314,65.488,0.436,1963
0.921,238115,['Sam Cooke'],0.181,144907,0.359,0,R&B;,4.90E-06,9,0.25,-12.46,1,48,1963-02,I Wish You Love,0.0498,80.954,0.367,1963
0.906,238115,['Sam Cooke'],0.315,206160,0.282,0,R&B;,0,7,0.165,-13.078,1,46,1963-02,Smoke Rings,0.0342,156.171,0.346,1963
0.83,238115,['Sam Cooke'],0.623,225907,0.359,0,R&B;,0,7,0.113,-9.459,1,44,1963-08,Mean Old World,0.0304,109.021,0.425,1963
0.346,238115,['Sam Cooke'],0.303,311773,0.744,0,R&B;,0,0,0.782,-5.813,1,43,8/16/1963,Medley: It's All Right / For Sentimental Reasons - Live,0.0394,93.348,0.541,1963
0.86,238115,['Sam Cooke'],0.348,131707,0.134,0,R&B;,0,0,0.111,-10.768,1,44,1963-08,Lost and Lookin',0.0366,174.39,0.2,1963
0.727,238115,['Sam Cooke'],0.567,205227,0.429,0,R&B;,0,7,0.105,-7.428,1,44,1963-08,****** Knows the Trouble I've Seen,0.0319,125.43,0.385,1963
0.872,238115,['Sam Cooke'],0.521,245933,0.311,0,R&B;,1.71E-06,5,0.184,-12.033,1,43,1963-08,Get Yourself Another Fool,0.0269,71.806,0.207,1963
0.8,238115,['Sam Cooke'],0.342,158880,0.359,0,R&B;,0,9,0.887,-12.21,1,41,1963-02,Send Me **** Lovin',0.0384,128.156,0.685,1963
0.53,238115,['Sam Cooke'],0.419,174733,0.8,0,R&B;,0,11,0.826,-5.79,1,40,8/16/1963,Feel It (Don't Fight It) - Live,0.0496,105.407,0.57,1963
0.755,238115,['Sam Cooke'],0.351,200733,0.321,0,R&B;,6.47E-06,4,0.14,-12.563,0,40,1963-08,Trouble *****,0.0404,146.903,0.315,1963
0.588,238115,['Sam Cooke'],0.597,171827,0.64,0,R&B;,0,9,0.526,-7.719,1,39,1963-08,Little Red Rooster,0.0427,92.422,0.823,1963
0.108,238115,['Sam Cooke'],0.424,83027,0.567,0,R&B;,0,4,0.926,-10.019,1,38,8/16/1963,Soul Twist / Introduction - Live,0.407,131.538,0.223,1963
0.694,238115,['Sam Cooke'],0.409,170800,0.439,0,R&B;,0,2,0.161,-11.393,1,39,1963-02,Chains of Love,0.0389,117.22,0.602,1963
0.365,238115,['Sam Cooke'],0.357,326267,0.804,0,R&B;,0,0,0.869,-5.13,1,37,8/16/1963,Bring It on Home to Me - Live,0.0433,123.044,0.358,1963
0.299,238115,['Sam Cooke'],0.314,159973,0.848,0,R&B;,0,11,0.894,-4.048,1,32,8/16/1963,Nothing Can Change This Love - Live,0.0369,133.192,0.53,1963
0.473,238115,['Sam Cooke'],0.349,191373,0.854,0,R&B;,0,10,0.509,-4.176,1,32,8/16/1963,Chain **** - Live,0.0638,64.348,0.81,1963
0.621,238115,['Sam Cooke'],0.44,164960,0.637,0,R&B;,0,7,0.724,-6.394,1,31,8/16/1963,***** - Live,0.0393,66.241,0.706,1963
0.132,238115,['Sam Cooke'],0.335,303467,0.923,0,R&B;,0,11,0.343,-4.049,1,31,8/16/1963,Having a Party - Live,0.0493,66.318,0.528,1963
0.273,238115,['Sam Cooke'],0.277,258960,0.959,0,R&B;,0,7,0.862,-3.63,0,31,8/16/1963,Twistin' The ***** Away - Live,0.0581,169.016,0.829,1963
0.292,238115,['Sam Cooke'],0.314,219093,0.924,0,R&B;,0,11,0.401,-4.397,1,30,8/16/1963,******** Have Mercy - Live,0.0711,74.799,0.683,1963
0.888,238115,['Sam Cooke'],0.366,167853,0.36,0,R&B;,4.20E-06,2,0.238,-11.993,0,30,1963-02,Cry Me a River,0.0305,100.698,0.385,1963
0.936,238115,['Sam Cooke'],0.165,196413,0.304,0,R&B;,1.59E-06,7,0.103,-12.539,1,27,1963-02,For Sentimental Reasons,0.0329,68.882,0.368,1963
0.824,238115,['Sam Cooke'],0.549,153427,0.326,0,R&B;,0,0,0.472,-11.124,1,27,1963-08,Fool's Paradise,0.0307,84.013,0.445,1963
0.927,238115,['Sam Cooke'],0.417,146893,0.328,0,R&B;,0,0,0.163,-12.91,1,27,1963-02,Willow Weep for Me,0.0328,99.526,0.498,1963
0.845,238115,['Sam Cooke'],0.366,241733,0.34,0,R&B;,0,7,0.118,-12.83,1,26,1963-02,These Foolish Things,0.0316,72.169,0.448,1963
0.656,238115,['Sam Cooke'],0.643,133173,0.449,0,R&B;,0,7,0.378,-7.291,1,27,1963-08,Please Don't Drive Me Away,0.035,93.636,0.747,1963
0.771,238115,['Sam Cooke'],0.534,197827,0.441,0,R&B;,2.10E-06,5,0.215,-11.805,1,26,1963-02,Driftin' *****,0.0302,106.232,0.678,1963
0.832,238115,['Sam Cooke'],0.214,209627,0.302,0,R&B;,0,7,0.179,-13.315,1,25,1963-02,All the Way,0.0384,197.872,0.314,1963
0.775,238115,['Sam Cooke'],0.338,156267,0.424,0,R&B;,1.93E-05,0,0.242,-11.331,0,25,1963-02,Little ****,0.0303,84.188,0.546,1963
0.655,238115,['Sam Cooke'],0.652,196267,0.731,0,R&B;,0,10,0.417,-7.081,0,25,1963-08,"Shake, Rattle and Roll",0.052,135.277,0.895,1963
0.698,238115,['Sam Cooke'],0.647,157427,0.52,0,R&B;,0,7,0.0688,-9.1,1,26,1963-08,You Gotta Move,0.0352,136.806,0.885,1963
0.877,238115,['Sam Cooke'],0.385,203440,0.257,0,R&B;,4.90E-06,9,0.116,-10.843,1,23,1963-08,I Lost Everything,0.0263,154.361,0.239,1963
0.83,238115,['Sam Cooke'],0.448,216200,0.349,0,R&B;,1.61E-06,8,0.126,-10.655,1,22,1963-08,Laughin' and Clownin',0.039,178.882,0.506,1963
0.617,31067,['Solomon Burke'],0.666,116400,0.363,0,R&B;,0,3,0.166,-11.372,1,20,1963,*********,0.0403,121.805,0.951,1963
0.748,31067,['Solomon Burke'],0.643,175733,0.421,0,R&B;,0.000456,9,0.111,-13.192,0,19,1963,Go on Back to Him,0.0349,100.753,0.65,1963
0.799,31067,['Solomon Burke'],0.462,154613,0.29,0,R&B;,0,9,0.123,-12.225,1,36,1963,If You Need Me,0.0467,175.935,0.481,1963
0.675,31067,['Solomon Burke'],0.63,126373,0.666,0,R&B;,0,10,0.241,-11.322,0,27,1963,Home in Your Heart,0.0571,110.32,0.865,1963
0.677,622805,['Stevie Wonder'],0.297,200813,0.301,0,R&B;,0,7,0.115,-10.381,0,21,12/1/1963,Smile,0.0346,78.46,0.23,1963
0.61,622805,['Stevie Wonder'],0.352,180480,0.231,0,R&B;,3.74E-06,0,0.196,-10.621,1,19,12/1/1963,When You Wish Upon A Star,0.0333,106.74,0.209,1963
0.718,622805,['Stevie Wonder'],0.286,192267,0.2,0,R&B;,0.00085,9,0.184,-13.293,0,18,12/1/1963,With A Song In My Heart,0.0311,143.476,0.195,1963
0.51,622805,['Stevie Wonder'],0.518,235853,0.27,0,R&B;,1.57E-06,10,0.0699,-10.212,1,16,12/1/1963,On The Sunny Side Of The Street,0.0584,69.643,0.376,1963
0.433,622805,['Stevie Wonder'],0.561,157507,0.29,0,R&B;,0,5,0.13,-8.706,0,15,12/1/1963,Put On A Happy Face,0.0353,111.82,0.579,1963
0.678,622805,['Stevie Wonder'],0.242,304733,0.183,0,R&B;,2.26E-05,8,0.208,-11.73,1,14,12/1/1963,Make ******* Happy,0.0346,86.428,0.128,1963
0.807,622805,['Stevie Wonder'],0.479,220826,0.637,0,R&B;,1.14E-06,3,0.76,-6.143,1,10,1/1/1963,Don't You Know - Live At The Apollo ************,0.243,126.376,0.653,1963
0.305,622805,['Stevie Wonder'],0.511,151333,0.65,0,R&B;,0.0321,7,0.768,-11.053,1,13,5/1/1963,"La La La La La - Live At The Regal Theater, ************",0.0569,137.875,0.699,1963
